NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,Bi-freq,un-freq,tri-freq,Label
9,66,0,0,0,6,4,6,0
4,21,0,0,0,2,2,1,1
10,77,0,0,0,6,4,6,0
9,48,2,0,0,1,1,1,1
9,71,1,0,0,10,6,12,1
9,61,0,0,0,14,8,18,1
14,76,2,1,0,10,6,12,0
5,31,0,0,0,6,4,6,1
5,37,0,0,0,1,1,1,1
9,71,0,0,1,6,4,6,0
14,81,3,1,0,8,5,9,0
8,49,0,0,2,8,5,9,1
10,70,0,0,1,8,5,9,0
9,74,1,0,0,10,6,12,0
7,55,0,0,0,8,5,9,0
11,71,1,0,1,10,6,12,0
11,66,1,0,1,6,4,6,1
11,79,1,0,0,12,7,15,0
17,94,0,0,0,16,9,21,1
4,30,0,0,0,1,1,1,1
16,95,2,0,0,12,7,15,1
4,33,1,0,0,2,2,1,1
12,79,0,0,1,2,2,1,0
13,88,1,0,0,14,8,18,1
12,63,1,0,0,2,2,1,0
15,88,2,0,3,20,11,27,1
11,75,1,1,0,12,7,15,0
9,66,1,0,0,12,7,15,0
7,42,0,0,0,2,2,1,0
7,45,0,0,1,6,4,6,1
13,73,0,0,1,6,4,6,1
8,55,0,0,0,10,6,12,0
7,47,1,0,1,10,6,12,1
13,80,1,0,1,8,5,9,1
9,63,2,0,0,12,7,15,0
10,65,0,0,0,12,7,15,1
12,70,1,0,0,8,5,9,1
12,71,1,0,1,4,3,3,1
10,61,1,0,1,12,7,15,0
12,69,0,0,0,10,6,12,0
18,100,0,0,1,12,7,15,1
3,26,0,0,0,2,2,1,0
11,72,0,0,0,8,5,9,0
10,63,1,0,0,6,4,6,0
10,59,0,0,0,8,5,9,0
15,92,2,0,0,8,5,9,1
13,78,0,0,0,12,7,15,1
9,42,1,0,0,6,4,6,1
9,63,0,0,0,6,4,6,1
6,37,0,0,1,6,4,6,1
10,52,0,0,1,4,3,3,1
10,65,0,0,0,10,6,12,0
8,64,1,0,0,6,4,6,0
6,39,0,0,0,2,2,1,1
10,58,1,0,0,8,5,9,1
13,66,0,0,1,10,6,12,0
12,77,0,0,0,10,6,12,0
11,52,0,0,1,4,3,3,0
11,73,1,0,0,10,6,12,0
12,65,2,0,0,6,4,6,1
16,99,0,0,1,8,5,9,1
6,46,0,0,0,6,4,6,0
11,65,1,0,0,8,5,9,0
13,82,0,0,0,8,5,9,0
8,52,0,0,0,4,3,3,0
9,71,0,0,0,4,3,3,1
14,54,0,0,0,4,3,3,1
11,61,0,0,1,8,5,9,0
14,79,0,0,0,6,4,6,1
14,74,3,0,0,8,5,9,0
7,60,0,0,0,4,3,3,1
2,14,0,0,0,1,1,1,1
15,73,1,0,2,6,4,6,1
11,90,1,0,1,16,9,21,1
11,58,0,0,0,6,4,6,1
10,68,0,0,0,10,6,12,1
16,90,1,0,1,6,4,6,1
9,54,3,0,0,8,5,9,1
10,66,0,0,1,4,3,3,1
15,90,0,0,0,10,6,12,1
10,55,0,0,2,8,5,9,1
8,61,0,0,0,6,4,6,0
10,64,1,0,0,8,5,9,1
6,48,0,0,0,8,5,9,1
4,19,1,0,0,2,2,1,1
13,67,0,0,0,6,4,6,1
14,77,0,0,0,4,3,3,1
20,107,3,1,7,12,7,15,1
12,64,0,0,0,4,3,3,1
9,52,0,0,0,6,4,6,1
8,53,1,0,0,8,5,9,1
16,78,0,0,1,8,5,9,0
5,34,0,0,1,4,3,3,1
11,58,1,1,0,10,6,12,0
9,52,1,0,0,6,4,6,0
11,69,1,0,0,10,6,12,0
12,71,0,0,0,10,6,12,0
9,44,1,0,1,4,3,3,1
8,71,0,0,0,12,7,15,1
9,61,0,0,0,8,5,9,0
2,11,0,0,0,1,1,1,1
5,43,0,0,0,1,1,1,1
15,100,1,0,1,8,5,9,1
14,75,0,0,0,10,6,12,0
6,37,1,0,0,4,3,3,1
15,85,0,0,0,10,6,12,1
20,106,0,0,0,16,9,21,1
7,66,2,0,0,8,5,9,1
2,18,0,0,0,2,2,1,1
15,77,1,1,0,6,4,6,0
15,91,0,0,0,12,7,15,0
11,71,0,0,1,8,5,9,1
18,107,2,0,6,14,8,18,1
9,49,0,0,0,2,2,1,0
7,41,0,0,0,6,4,6,1
14,74,0,0,0,8,5,9,0
18,93,0,0,2,2,2,1,1
8,53,0,0,0,6,4,6,0
9,61,1,0,0,6,4,6,1
10,67,0,0,0,2,2,1,1
11,66,0,0,1,10,6,12,0
9,61,0,0,0,8,5,9,1
6,47,1,0,0,6,4,6,1
10,63,0,0,0,8,5,9,1
22,124,0,0,0,12,7,15,1
12,61,1,0,1,10,6,12,0
11,74,0,0,0,4,3,3,1
9,52,0,0,0,6,4,6,0
7,44,0,0,0,2,2,1,1
11,72,0,0,1,4,3,3,0
11,62,1,0,0,1,1,1,0
16,84,2,0,0,12,7,15,0
15,92,0,0,1,14,8,18,1
6,33,1,1,0,4,3,3,1
12,66,0,0,0,8,5,9,0
9,53,1,0,0,6,4,6,0
15,66,0,0,1,6,4,6,0
13,72,0,0,0,8,5,9,1
3,20,0,0,0,2,2,1,1
11,57,0,0,0,4,3,3,1
12,68,3,0,0,2,2,1,0
13,75,1,0,0,10,6,12,0
4,27,2,0,0,4,3,3,1
11,64,0,0,0,4,3,3,0
14,85,4,1,3,6,4,6,1
20,121,2,0,1,16,9,21,1
9,50,1,0,0,1,1,1,1
10,50,1,0,0,4,3,3,1
8,45,0,0,0,6,4,6,1
6,41,0,0,0,6,4,6,1
9,59,1,0,0,6,4,6,0
12,73,1,0,12,6,4,6,1
11,75,0,0,0,8,5,9,0
9,59,0,0,0,6,4,6,1
10,57,0,0,2,6,4,6,1
9,70,0,0,1,14,8,18,0
12,77,0,0,0,10,6,12,0
17,100,0,0,0,12,7,15,1
9,61,1,0,0,8,5,9,1
18,124,4,0,0,16,9,21,1
12,58,1,0,0,4,3,3,0
14,67,0,0,0,6,4,6,0
8,59,0,0,0,10,6,12,0
11,63,0,0,0,4,3,3,1
9,60,0,0,0,4,3,3,0
12,76,2,0,0,1,1,1,1
9,60,0,0,0,6,4,6,0
15,75,0,0,1,8,5,9,0
12,67,0,0,0,10,6,12,1
13,74,1,0,1,16,9,21,0
4,28,1,0,0,2,2,1,1
11,68,0,0,0,8,5,9,0
8,55,0,0,0,8,5,9,0
12,66,0,0,0,8,5,9,0
2,11,0,0,0,2,2,1,1
6,43,0,0,2,4,3,3,1
13,76,0,0,0,6,4,6,1
5,37,0,0,0,6,4,6,1
13,70,1,0,0,4,3,3,0
10,65,0,0,0,8,5,9,0
15,89,0,0,0,16,9,21,1
10,59,2,0,0,6,4,6,1
8,52,1,0,0,6,4,6,0
8,50,1,0,0,1,1,1,1
9,67,0,0,0,6,4,6,0
7,49,1,0,0,4,3,3,1
15,102,0,0,2,10,6,12,0
5,32,2,0,0,4,3,3,1
12,70,0,0,0,10,6,12,0
13,74,0,0,1,12,7,15,0
8,59,0,0,0,4,3,3,0
10,69,0,0,0,10,6,12,0
9,71,1,0,1,6,4,6,0
10,65,0,0,0,6,4,6,0
13,98,3,0,2,12,7,15,1
11,70,0,0,1,8,5,9,1
10,58,1,0,0,8,5,9,0
9,50,1,0,0,14,8,18,1
5,41,0,0,2,4,3,3,1
7,55,0,0,0,1,1,1,1
8,63,1,0,0,8,5,9,0
18,92,0,0,2,8,5,9,0
11,78,0,0,0,8,5,9,1
13,75,1,0,0,10,6,12,1
16,98,1,0,2,12,7,15,0
16,95,4,1,4,22,12,30,1
6,40,0,0,0,4,3,3,1
10,64,2,0,0,2,2,1,1
17,98,0,0,0,14,8,18,1
9,65,0,0,0,6,4,6,0
9,58,1,0,0,2,2,1,0
17,95,0,0,0,14,8,18,1
11,69,0,0,0,10,6,12,0
16,95,0,0,1,18,10,24,1
13,77,0,0,0,6,4,6,0
12,67,1,0,0,6,4,6,0
11,84,2,0,0,12,7,15,1
12,74,0,0,0,6,4,6,0
9,60,2,0,0,12,7,15,1
10,59,1,0,0,4,3,3,1
8,53,1,0,0,8,5,9,0
10,73,0,0,1,6,4,6,0
9,60,1,1,0,8,5,9,0
11,67,1,0,0,6,4,6,1
10,57,0,0,2,6,4,6,1
7,50,0,0,0,2,2,1,1
2,17,0,0,0,2,2,1,1
8,64,0,0,0,6,4,6,1
10,71,0,0,1,6,4,6,1
14,88,1,0,1,8,5,9,1
10,51,1,0,1,2,2,1,1
12,76,1,0,0,6,4,6,1
4,21,0,0,0,2,2,1,1
10,58,0,0,0,8,5,9,1
8,54,0,0,8,6,4,6,1
12,87,0,0,3,12,7,15,1
11,64,0,0,1,4,3,3,1
9,57,0,0,0,6,4,6,1
12,73,0,0,0,10,6,12,0
9,58,4,1,1,1,1,1,1
18,112,0,0,0,18,10,24,1
12,71,1,0,2,12,7,15,1
8,49,1,0,0,14,8,18,1
4,21,0,0,0,2,2,1,1
9,64,1,0,0,8,5,9,0
10,56,1,0,1,8,5,9,1
10,88,0,0,0,10,6,12,1
12,71,2,0,0,6,4,6,1
14,88,2,0,0,14,8,18,1
8,57,0,0,0,4,3,3,1
4,36,0,0,0,8,5,9,1
13,74,1,0,0,4,3,3,1
6,42,1,0,0,2,2,1,1
4,32,0,0,0,4,3,3,1
10,60,0,0,0,4,3,3,1
11,74,1,0,0,8,5,9,0
8,49,0,0,1,8,5,9,1
8,53,1,0,0,2,2,1,0
9,61,0,0,0,2,2,1,0
11,70,0,0,0,14,8,18,0
13,71,0,0,0,8,5,9,0
6,41,0,0,1,1,1,1,1
11,87,1,0,0,8,5,9,1
16,109,0,0,1,16,9,21,1
7,48,0,0,0,6,4,6,1
6,34,1,0,0,6,4,6,1
9,68,1,1,0,6,4,6,0
8,67,1,0,0,12,7,15,1
11,68,0,0,0,6,4,6,0
9,59,0,0,0,6,4,6,0
16,90,0,0,0,12,7,15,1
10,64,0,0,1,6,4,6,0
7,44,0,0,0,2,2,1,1
9,63,0,0,0,8,5,9,0
11,64,2,0,0,6,4,6,0
8,50,0,0,1,6,4,6,1
12,80,0,0,1,10,6,12,1
13,106,0,0,0,22,12,30,1
8,53,0,0,0,10,6,12,1
13,75,0,0,0,8,5,9,0
10,65,0,0,1,12,7,15,0
12,79,1,0,0,12,7,15,0
11,61,0,0,0,6,4,6,1
9,51,0,0,9,2,2,1,1
9,64,0,0,1,8,5,9,1
14,83,1,0,0,14,8,18,1
9,65,3,0,0,8,5,9,1
12,77,0,0,0,8,5,9,0
8,59,0,0,1,4,3,3,1
10,73,1,0,0,6,4,6,0
3,14,0,0,0,2,2,1,1
13,101,2,0,2,12,7,15,1
17,106,1,0,0,12,7,15,1
12,56,0,0,0,6,4,6,1
15,86,2,0,3,20,11,27,1
15,105,3,0,0,12,7,15,1
8,41,0,0,0,4,3,3,1
9,61,0,0,0,12,7,15,1
14,78,1,1,1,10,6,12,0
11,68,0,0,0,4,3,3,0
11,70,0,0,2,12,7,15,1
11,76,0,0,0,10,6,12,0
15,98,2,0,1,10,6,12,1
20,97,0,0,0,14,8,18,1
17,97,1,0,0,6,4,6,0
18,98,1,0,1,6,4,6,1
7,51,1,0,0,2,2,1,1
12,64,0,0,0,8,5,9,0
6,36,0,0,1,4,3,3,1
14,83,1,0,1,8,5,9,1
11,63,1,0,0,8,5,9,1
10,66,0,0,0,6,4,6,0
10,69,1,0,0,2,2,1,1
5,37,0,0,1,8,5,9,1
13,71,1,0,0,12,7,15,0
6,38,0,0,0,2,2,1,1
8,44,1,0,0,2,2,1,1
9,52,0,0,1,6,4,6,1
10,76,0,0,0,8,5,9,0
9,60,1,0,0,8,5,9,0
7,59,1,0,1,6,4,6,1
10,55,0,0,0,4,3,3,1
10,68,1,0,1,8,5,9,0
12,68,0,0,0,6,4,6,0
19,121,1,0,1,12,7,15,1
12,74,1,0,2,14,8,18,1
14,91,0,0,0,10,6,12,1
12,70,0,0,1,4,3,3,0
22,115,1,0,22,18,10,24,1
9,55,1,1,1,6,4,6,1
10,80,1,0,1,14,8,18,1
10,61,0,0,0,4,3,3,0
8,55,0,0,1,6,4,6,1
12,70,0,0,0,10,6,12,0
11,76,2,0,0,6,4,6,0
10,77,0,0,0,10,6,12,1
12,66,1,1,0,8,5,9,0
11,70,0,0,0,4,3,3,0
11,72,1,0,0,4,3,3,1
14,99,0,0,0,14,8,18,1
4,26,0,0,0,2,2,1,1
7,44,0,1,0,8,5,9,1
14,91,2,1,1,12,7,15,1
14,83,1,0,0,2,2,1,1
10,65,0,0,0,10,6,12,0
6,43,1,0,0,6,4,6,1
3,20,0,0,0,1,1,1,0
18,98,1,0,0,14,8,18,1
18,101,1,0,1,12,7,15,1
9,57,0,0,0,8,5,9,0
9,64,0,0,0,4,3,3,1
14,83,2,0,0,20,11,27,0
10,64,0,0,0,8,5,9,1
14,98,1,0,2,18,10,24,1
8,45,1,0,0,12,7,15,1
11,73,0,0,0,8,5,9,0
9,55,0,0,8,6,4,6,1
2,17,0,0,0,1,1,1,1
3,17,0,0,0,4,3,3,1
9,48,1,0,2,4,3,3,0
4,46,0,0,0,4,3,3,1
9,65,0,0,0,8,5,9,0
8,61,0,0,0,8,5,9,0
12,82,1,0,1,4,3,3,1
12,75,1,0,1,8,5,9,0
12,93,0,0,1,14,8,18,1
4,31,2,0,1,4,3,3,1
9,55,0,0,0,6,4,6,1
7,55,0,0,0,4,3,3,0
13,74,2,0,0,10,6,12,0
12,72,0,0,0,6,4,6,1
12,72,1,0,0,8,5,9,0
13,91,1,0,0,10,6,12,0
8,62,1,0,0,6,4,6,1
10,48,0,0,0,2,2,1,1
13,71,0,0,0,8,5,9,0
9,60,0,0,0,6,4,6,0
13,84,1,0,0,10,6,12,0
13,80,3,0,2,18,10,24,1
10,77,1,0,0,12,7,15,1
14,80,3,0,1,10,6,12,0
11,79,0,0,0,4,3,3,1
4,20,1,0,0,2,2,1,0
18,105,5,0,0,10,6,12,1
10,65,1,0,0,6,4,6,0
16,90,3,0,0,14,8,18,1
11,78,0,0,0,2,2,1,0
9,43,0,0,1,8,5,9,0
6,33,0,0,1,2,2,1,1
15,82,1,0,15,16,9,21,1
7,45,0,0,4,4,3,3,1
8,53,0,0,0,8,5,9,0
19,99,2,0,0,12,7,15,1
10,62,0,0,2,8,5,9,0
12,75,2,0,0,8,5,9,1
8,71,0,0,0,12,7,15,1
5,39,2,0,0,6,4,6,1
14,94,1,0,0,8,5,9,1
7,61,0,0,0,6,4,6,0
18,111,1,0,3,20,11,27,1
6,44,1,0,0,8,5,9,1
5,36,1,0,0,6,4,6,1
12,73,0,0,0,8,5,9,0
19,102,0,0,0,14,8,18,1
8,65,0,0,0,6,4,6,1
10,48,3,0,0,8,5,9,1
5,30,1,0,0,2,2,1,1
10,67,1,0,1,8,5,9,1
7,51,0,0,0,6,4,6,1
2,16,0,0,1,6,4,6,1
14,95,2,0,4,10,6,12,1
15,102,3,0,0,18,10,24,1
8,30,0,0,0,1,1,1,1
12,79,0,0,0,8,5,9,1
17,92,0,0,0,12,7,15,1
9,50,0,0,0,4,3,3,1
14,74,2,0,0,4,3,3,0
9,60,0,0,0,8,5,9,1
7,52,0,0,0,6,4,6,0
13,61,0,0,0,6,4,6,1
17,110,2,0,0,10,6,12,1
15,81,0,0,1,8,5,9,1
10,67,0,0,0,8,5,9,1
10,53,1,0,1,4,3,3,1
9,49,0,0,0,4,3,3,0
10,64,1,0,0,8,5,9,1
9,59,1,0,0,8,5,9,1
8,52,1,0,0,6,4,6,1
11,65,1,0,0,2,2,1,0
8,57,1,0,0,8,5,9,0
10,69,1,0,1,12,7,15,1
13,77,1,0,0,10,6,12,0
15,85,1,1,0,8,5,9,0
6,38,1,0,1,4,3,3,1
31,194,2,0,0,28,15,39,1
4,28,0,0,0,1,1,1,1
12,78,1,0,0,12,7,15,0
10,45,0,0,0,2,2,1,1
1,9,0,0,0,1,1,1,1
11,80,1,0,1,10,6,12,1
14,74,0,0,0,4,3,3,0
10,71,0,0,0,12,7,15,0
8,67,0,0,0,8,5,9,0
5,33,0,0,0,6,4,6,1
10,74,0,0,1,6,4,6,1
11,87,1,0,0,10,6,12,1
10,63,0,0,1,6,4,6,0
5,30,0,0,0,2,2,1,0
7,58,0,0,2,2,2,1,1
11,64,0,0,1,8,5,9,1
12,66,0,0,1,6,4,6,0
20,109,1,1,1,14,8,18,1
19,108,0,0,1,8,5,9,1
10,76,0,0,0,8,5,9,0
29,175,1,0,2,28,15,39,1
11,69,1,0,1,6,4,6,0
10,53,0,0,0,6,4,6,1
6,57,1,0,0,6,4,6,1
13,71,0,0,2,8,5,9,1
16,88,0,0,0,10,6,12,1
13,69,0,0,1,10,6,12,0
16,108,0,0,0,10,6,12,1
8,59,1,0,0,10,6,12,0
13,69,0,0,0,10,6,12,1
10,64,0,0,0,8,5,9,0
6,36,0,0,0,4,3,3,1
13,74,0,0,0,10,6,12,0
16,104,4,0,0,14,8,18,1
9,61,0,0,0,16,9,21,0
11,71,0,0,0,12,7,15,1
3,28,0,0,0,8,5,9,1
11,65,1,1,0,6,4,6,0
12,69,4,1,3,8,5,9,1
12,65,1,0,2,4,3,3,1
10,67,2,1,0,6,4,6,1
10,65,1,0,0,6,4,6,1
10,54,1,0,0,6,4,6,1
10,81,1,0,0,8,5,9,0
6,45,0,0,0,6,4,6,1
6,34,1,0,5,4,3,3,1
19,96,0,0,1,6,4,6,0
17,92,0,0,0,14,8,18,1
10,67,1,0,0,8,5,9,1
7,37,0,0,0,1,1,1,1
13,68,0,0,0,6,4,6,0
12,73,0,0,1,10,6,12,0
9,51,0,0,1,8,5,9,1
16,102,1,0,4,20,11,27,1
10,65,1,0,0,8,5,9,0
13,81,0,0,1,8,5,9,1
12,79,3,0,0,8,5,9,1
7,39,1,0,0,2,2,1,0
13,82,2,0,0,16,9,21,1
9,61,0,0,0,6,4,6,0
7,42,0,0,0,2,2,1,1
16,101,0,0,2,6,4,6,0
9,59,0,0,0,8,5,9,0
8,53,0,0,0,8,5,9,0
8,41,0,0,1,4,3,3,1
10,63,0,0,0,6,4,6,1
7,41,1,0,0,2,2,1,0
11,70,3,0,0,10,6,12,1
10,63,0,0,0,6,4,6,1
11,67,0,0,1,6,4,6,1
12,82,6,2,0,10,6,12,1
12,83,1,0,0,10,6,12,0
6,48,1,0,0,6,4,6,1
7,44,0,0,0,6,4,6,1
11,79,0,0,0,8,5,9,0
16,87,2,0,0,16,9,21,1
13,79,0,0,0,8,5,9,1
6,40,0,0,0,1,1,1,1
17,93,1,0,2,10,6,12,1
11,75,2,0,0,6,4,6,1
12,64,1,0,0,6,4,6,0
13,73,0,0,1,8,5,9,1
12,60,1,1,0,6,4,6,0
6,43,0,0,0,2,2,1,1
6,37,1,0,5,2,2,1,1
15,85,0,0,0,10,6,12,1
11,62,1,0,1,10,6,12,0
11,71,0,0,0,8,5,9,0
21,114,0,0,3,16,9,21,1
9,55,0,0,1,8,5,9,1
12,61,1,0,2,8,5,9,0
5,33,1,0,0,6,4,6,0
13,66,1,0,3,10,6,12,1
12,68,1,0,12,8,5,9,1
12,74,0,0,0,8,5,9,0
5,36,1,0,0,6,4,6,1
16,83,1,0,1,10,6,12,1
11,66,0,0,0,14,8,18,0
12,66,0,0,1,8,5,9,0
16,97,1,0,0,8,5,9,1
13,76,1,0,0,12,7,15,1
11,64,0,0,0,6,4,6,0
12,55,0,0,1,6,4,6,0
7,53,1,0,0,8,5,9,1
12,77,0,0,0,6,4,6,1
10,59,0,0,0,8,5,9,0
13,67,2,0,0,4,3,3,1
12,73,2,0,0,14,8,18,0
9,42,0,0,0,1,1,1,1
8,64,1,0,0,6,4,6,0
16,107,0,0,1,20,11,27,1
9,65,1,0,0,8,5,9,0
14,83,0,0,0,14,8,18,1
12,61,0,0,0,4,3,3,1
9,63,0,0,0,4,3,3,0
11,71,1,0,1,4,3,3,1
14,84,1,0,0,8,5,9,1
12,71,0,0,0,12,7,15,1
15,79,0,0,2,12,7,15,0
8,52,2,0,0,2,2,1,1
8,55,0,0,0,6,4,6,1
13,72,2,0,0,8,5,9,0
9,55,0,0,1,6,4,6,0
9,78,0,0,0,6,4,6,0
13,65,0,0,1,6,4,6,0
11,94,1,0,1,16,9,21,1
11,68,0,0,0,14,8,18,0
8,62,0,0,1,8,5,9,0
12,66,2,0,0,10,6,12,0
10,66,1,1,1,10,6,12,0
28,193,4,0,0,22,12,30,1
5,40,1,0,0,8,5,9,1
11,74,0,0,0,12,7,15,0
12,70,0,0,0,8,5,9,0
10,59,0,0,1,8,5,9,0
12,67,0,0,0,6,4,6,1
13,72,1,0,0,6,4,6,1
6,46,0,0,0,6,4,6,0
19,103,1,0,1,8,5,9,1
4,40,0,0,0,2,2,1,1
14,84,0,0,0,18,10,24,1
12,68,0,0,0,8,5,9,0
5,37,0,0,1,8,5,9,1
15,91,0,0,1,10,6,12,1
17,97,0,0,0,10,6,12,1
4,21,1,0,1,2,2,1,1
12,80,1,1,0,8,5,9,0
8,55,0,0,0,8,5,9,1
10,68,0,0,0,10,6,12,0
9,55,1,0,1,8,5,9,0
11,71,0,0,0,8,5,9,1
9,64,0,0,1,8,5,9,0
10,69,1,0,1,8,5,9,1
14,73,0,0,0,8,5,9,1
11,69,2,0,0,8,5,9,1
18,104,2,0,2,14,8,18,1
5,32,0,0,0,2,2,1,1
1,8,0,0,0,1,1,1,1
12,73,1,0,0,14,8,18,1
9,61,1,0,0,8,5,9,1
10,73,0,0,0,8,5,9,0
16,91,1,0,0,10,6,12,0
12,84,1,0,0,16,9,21,1
16,84,0,0,1,8,5,9,0
12,99,1,0,2,12,7,15,1
9,69,0,0,1,10,6,12,1
8,46,0,0,0,8,5,9,1
11,84,1,0,0,8,5,9,1
8,46,0,0,1,14,8,18,1
12,74,0,0,0,8,5,9,0
8,52,1,0,0,6,4,6,0
11,79,1,0,0,20,11,27,1
12,64,1,0,0,2,2,1,1
4,26,1,0,0,4,3,3,1
12,76,2,0,0,6,4,6,1
11,71,1,0,0,6,4,6,0
11,82,0,0,0,10,6,12,0
6,39,1,0,0,2,2,1,1
20,110,3,0,0,10,6,12,1
10,66,1,0,0,10,6,12,1
7,36,1,0,1,2,2,1,1
8,43,0,0,1,4,3,3,1
20,116,3,0,2,14,8,18,1
9,68,1,0,1,10,6,12,1
8,59,2,0,0,6,4,6,1
9,71,0,0,1,6,4,6,1
11,68,0,0,0,10,6,12,0
13,87,0,0,0,8,5,9,1
11,61,0,0,0,14,8,18,1
11,64,2,0,1,10,6,12,1
34,229,0,0,16,34,18,48,1
8,44,0,0,0,8,5,9,1
9,46,0,0,0,6,4,6,1
23,158,1,0,4,16,9,21,1
11,75,1,0,2,10,6,12,1
10,65,0,0,1,6,4,6,1
10,63,1,0,0,10,6,12,0
8,49,1,0,1,8,5,9,0
14,100,0,0,0,6,4,6,1
4,20,0,0,0,4,3,3,1
10,63,0,0,0,12,7,15,1
14,88,0,0,0,16,9,21,1
8,42,0,0,1,4,3,3,1
9,68,0,0,1,10,6,12,1
8,45,0,0,0,6,4,6,1
11,65,0,0,0,6,4,6,0
11,74,0,0,1,10,6,12,0
11,77,1,0,2,8,5,9,1
11,84,0,0,0,12,7,15,1
7,51,1,0,0,2,2,1,1
17,111,1,0,0,20,11,27,1
8,37,0,0,0,2,2,1,1
15,79,1,0,0,10,6,12,1
23,145,0,0,2,22,12,30,1
9,55,1,0,0,8,5,9,0
8,57,0,0,1,4,3,3,1
16,76,2,0,1,14,8,18,1
8,56,0,0,0,6,4,6,1
16,65,0,0,0,8,5,9,1
13,91,1,0,1,10,6,12,1
10,53,3,0,1,2,2,1,1
11,64,0,0,0,10,6,12,0
13,75,0,0,0,10,6,12,0
10,76,1,0,0,4,3,3,1
13,76,1,0,1,8,5,9,0
11,69,0,0,0,8,5,9,0
12,65,0,0,0,16,9,21,1
12,75,1,0,3,12,7,15,1
18,102,0,0,0,10,6,12,1
3,14,0,0,0,1,1,1,1
14,72,0,0,0,6,4,6,1
11,63,0,0,1,10,6,12,0
9,60,0,0,0,4,3,3,0
13,71,0,0,0,10,6,12,1
5,37,0,0,0,1,1,1,1
11,69,1,0,0,8,5,9,0
9,48,0,0,1,6,4,6,0
11,54,2,0,1,2,2,1,1
9,49,0,0,0,1,1,1,1
11,74,0,0,0,4,3,3,1
13,71,0,0,0,6,4,6,0
9,55,2,0,1,8,5,9,1
11,72,1,0,0,8,5,9,1
14,93,1,0,1,10,6,12,1
10,62,0,0,0,4,3,3,1
8,48,0,0,1,4,3,3,1
13,77,1,0,0,6,4,6,1
12,74,0,0,11,10,6,12,1
14,77,1,0,0,10,6,12,0
12,76,0,0,1,10,6,12,1
16,91,0,0,0,12,7,15,1
10,61,1,0,0,6,4,6,0
3,20,0,0,0,2,2,1,1
19,129,1,0,3,10,6,12,1
12,64,1,0,0,10,6,12,1
7,56,0,0,0,6,4,6,0
11,54,0,0,0,6,4,6,1
9,60,2,0,0,8,5,9,0
10,73,0,0,0,12,7,15,0
16,96,3,0,3,20,11,27,1
14,82,1,0,1,8,5,9,1
9,62,0,0,0,8,5,9,0
6,35,0,0,0,2,2,1,1
13,84,0,0,3,6,4,6,1
13,81,0,0,0,10,6,12,0
5,42,1,0,0,4,3,3,1
22,120,1,0,0,14,8,18,1
8,52,0,0,0,6,4,6,1
11,80,4,0,0,12,7,15,1
8,49,0,0,0,6,4,6,1
11,50,0,0,0,2,2,1,1
10,68,1,0,0,10,6,12,0
6,36,0,0,1,2,2,1,0
14,65,2,0,3,4,3,3,1
12,74,1,0,0,6,4,6,0
12,84,2,0,1,14,8,18,1
12,74,1,1,0,8,5,9,0
10,50,3,0,0,4,3,3,1
10,63,1,0,0,8,5,9,1
7,40,0,0,0,4,3,3,1
16,90,1,0,0,8,5,9,1
19,100,1,0,0,14,8,18,1
8,74,1,0,0,6,4,6,1
13,90,1,0,0,8,5,9,1
11,59,0,0,0,10,6,12,1
5,33,0,0,0,8,5,9,1
8,57,0,0,0,6,4,6,0
10,62,0,0,0,6,4,6,0
15,99,1,0,0,14,8,18,1
11,70,0,0,1,4,3,3,1
10,76,1,0,0,10,6,12,0
12,81,0,0,0,10,6,12,0
8,46,2,0,0,8,5,9,1
8,43,0,0,1,4,3,3,0
20,97,0,0,1,8,5,9,1
8,49,1,0,0,4,3,3,1
16,113,4,0,0,16,9,21,1
14,95,1,0,0,8,5,9,1
20,97,3,0,0,8,5,9,1
11,74,1,0,0,4,3,3,1
13,76,2,0,1,16,9,21,1
8,56,0,0,0,8,5,9,0
9,62,1,1,0,12,7,15,1
16,101,0,0,0,14,8,18,1
12,65,0,0,0,10,6,12,0
9,51,1,0,0,2,2,1,1
9,61,0,0,0,8,5,9,0
11,78,0,0,0,8,5,9,0
14,83,1,1,0,12,7,15,0
9,57,2,0,0,4,3,3,1
15,85,0,0,0,10,6,12,1
10,71,1,0,0,8,5,9,1
8,59,1,0,0,8,5,9,0
12,76,0,0,0,10,6,12,0
10,61,0,0,1,2,2,1,0
18,99,3,1,7,18,10,24,1
7,46,0,0,1,6,4,6,1
13,91,0,0,0,10,6,12,1
12,67,0,0,0,6,4,6,1
10,60,1,0,1,6,4,6,0
14,80,0,0,0,8,5,9,0
10,54,0,0,0,4,3,3,1
8,39,1,0,0,4,3,3,1
12,72,0,0,0,8,5,9,0
16,100,0,0,0,10,6,12,1
12,80,0,0,0,8,5,9,1
12,74,1,1,1,8,5,9,0
12,61,0,0,3,8,5,9,1
11,72,1,0,0,8,5,9,0
9,64,3,1,1,6,4,6,1
12,98,2,1,1,12,7,15,1
7,42,0,0,0,8,5,9,1
14,81,0,0,0,10,6,12,0
17,109,3,0,1,16,9,21,1
14,91,2,0,0,10,6,12,1
14,69,1,0,1,8,5,9,1
10,64,0,0,1,6,4,6,1
10,61,0,0,1,4,3,3,1
9,61,1,0,0,6,4,6,1
9,57,0,0,0,10,6,12,0
